inf_prob,diag_prob,i0,vaccine_efficacy1,vaccine_efficacy2,infection_efficacy,replacement_percentage,permutation_percentage,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0.6868030443508045,0.2426537770792876,16.0,0.69,0.8,0.86,0.01,0.0,0.8184791038994987,0.6940228009732929,0.8566533977632849,0.6120151232050811,0.10936031845998852,0.1093613228320246,0.027337586969040074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6868030443508045,0.2426537770792876,16.0,0.69,0.8,0.86,0.02,0.0,0.8816237973909595,0.6008715365237295,0.9735666202262827,0.8031009869664566,0.6993098233132582,0.3030544291091091,0.45247987299582826,0.5585937348707918,0.7072659858364921,1.2297935527353097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6868030443508045,0.2426537770792876,16.0,0.69,0.8,0.86,0.03,0.0,1.1846420076079645,0.6752955408490149,0.8413861710395185,0.8781471844848726,0.9628182061030311,1.2054707050490732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6868030443508045,0.2426537770792876,16.0,0.69,0.8,0.86,0.04,0.0,0.5139513319205342,0.48644885046859193,0.2546863530113149,0.11573507024979118,0.05786041080821808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6868030443508045,0.2426537770792876,16.0,0.69,0.8,0.86,0.05,0.0,0.6902688905881047,0.7391598035012505,0.9059795293233454,0.5894886301210026,0.7279693265978013,0.5280882093300724,0.9365198885775878,0.5626999888707884,0.44363325090619726,0.4253558113574746,0.5696836696754501,0.7455630244059981,0.04165785582989528,-6.371822182120197e-16,0.10284981356732818,-1.7517023418257003e-15,1.3425740756761169,1.3314252774350155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6868030443508045,0.2426537770792876,16.0,0.69,0.8,0.86,0.06,0.0,1.1401737213005616,0.8560286415083715,0.4079217922351328,0.6193629550521085,0.9161990510440751,0.6140049721598372,0.06130297815927108,0.7376695834148693,0.6619499259117586,0.11316689599340286,0.2302139926005166,0.21353703518942116,0.7841355889867435,0.1543700793151021,1.3576841514927116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6868030443508045,0.2426537770792876,16.0,0.69,0.8,0.86,0.07,0.0,1.1821851749174588,1.0320779192808627,0.8856008499574166,0.8099202720934898,0.3822203586596445,0.3455970860552179,0.11407840294703106,0.7483915689365391,0.12777165410758806,0.14202988964217214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6868030443508045,0.2426537770792876,16.0,0.69,0.8,0.86,0.08,0.0,0.8026854576146157,0.6920916249491039,0.4962057439383657,0.17380300484290953,0.1896191439020159,0.505719514682279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6868030443508045,0.2426537770792876,16.0,0.69,0.8,0.86,0.09,0.0,0.7673016926307692,0.8399374591598768,0.3179078689846808,0.06519295419061824,0.06519295419061753,0.06519295419061753,0.06519295419061753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6868030443508045,0.2426537770792876,16.0,0.69,0.8,0.86,0.1,0.0,0.7639484622857381,0.6084681507231142,0.8158830813844472,0.6349005638054681,1.6418772850025056,0.4153452014340502,0.4590340592387336,0.1301553341752812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6868030443508045,0.2426537770792876,16.0,0.7,0.92,0.93,0.01,0.0,0.5879067769103794,0.5584865777544402,0.19581882595670083,0.36443303210906736,0.25064425366705334,0.14641926079113882,0.10249359213626845,-9.837422517612417e-16,0.2050099605827408,0.10247082228089915,0.051212140772431136,-1.970660486645438e-15,-1.970660486645438e-15,0.6920805939964667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6868030443508045,0.2426537770792876,16.0,0.7,0.92,0.93,0.02,0.0,0.6862492138448835,0.6724896174138981,0.28338614771802406,0.026229512100823787,0.10492675474174361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6868030443508045,0.2426537770792876,16.0,0.7,0.92,0.93,0.03,0.0,0.9250993451337476,0.6759160540999317,0.4331157866125558,0.6951132358830977,0.8765327717047485,0.1620598396340193,0.1350245359832694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6868030443508045,0.2426537770792876,16.0,0.7,0.92,0.93,0.04,0.0,1.0348547535098962,0.8593251338918376,0.6620780894170792,0.40863781447634123,0.018528728845880603,0.1334373446722667,0.6789082128633146,0.19278446907993527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6868030443508045,0.2426537770792876,16.0,0.7,0.92,0.93,0.05,0.0,0.5701534783811176,0.5298993189186862,0.41645491040296434,0.46737604394369503,0.8731824561610584,1.0114437759814925,0.5744504637288532,0.02823545198826265,0.08471458043568715,0.4707591309113082,0.32480812167031103,0.3954024150791926,0.3388990898024378,0.16940771781250863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6868030443508045,0.2426537770792876,16.0,0.7,0.92,0.93,0.06,0.0,0.7053088359639204,0.5094135248354157,0.2289301592536699,0.1525651409131995,0.057200149063683974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6868030443508045,0.2426537770792876,16.0,0.7,0.92,0.93,0.07,0.0,0.64140896462799,0.6295344951365461,0.8888365428589196,0.059512227629696,0.17854963568351442,0.17854963568351442,0.17854963568351442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6868030443508045,0.2426537770792876,16.0,0.7,0.92,0.93,0.08,0.0,0.8515416739745578,0.7015975384030126,0.3972703089384591,0.342616054422644,0.4475026558762115,0.2215969788602935,0.1328372255947841,0.169053530900328,0.1804538189255711,0.17123459978203157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6868030443508045,0.2426537770792876,16.0,0.7,0.92,0.93,0.09,0.0,0.7408106124394005,0.648725324060771,1.0290312506820913,0.8857483862254807,0.7381121665630244,0.8732730921314579,0.10370453433293429,0.062220028569383475,0.062220028569383475,0.062220028569383475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6868030443508045,0.2426537770792876,16.0,0.7,0.92,0.93,0.1,0.0,0.7237782729254764,0.4962576514475347,0.6039357856489096,0.251519841273833,0.3144125377530063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6868030443508045,0.2426537770792876,16.0,0.76,0.84,0.96,0.01,0.0,0.5788595882430828,0.5640289805271512,0.3258040913724008,0.49947352354964714,0.6069991039052033,0.5312244104556898,0.15154985393467446,0.15154985393467446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6868030443508045,0.2426537770792876,16.0,0.76,0.84,0.96,0.02,0.0,0.8666445416216053,0.5821436563396647,0.39847590153392476,0.3214779312943262,0.05159985961714359,0.7488841738135308,0.3096508021990627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6868030443508045,0.2426537770792876,16.0,0.76,0.84,0.96,0.03,0.0,0.7408377349734355,0.6377327281396373,0.4995380370885011,0.2301171680662195,0.18581584534161616,0.21236601261082302,0.21236601261082302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
