inf_prob,diag_prob,i0,behaviour_change,behaviour_change_rate,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,total_immunized,LL
0.38,0.37,13.0,0.6,5e-05,0.0,2.0,13.0,14.0,20.0,24.0,24.0,25.0,25.0,25.0,30.0,32.0,37.0,40.0,43.0,44.0,44.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,-inf
0.17,0.25,12.0,0.7,0.0005,0.0,2.0,8.0,11.0,15.0,16.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,-inf
0.21,0.41,10.0,0.3,0.005,0.0,1.0,6.0,10.0,10.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,-inf
0.12,0.38,15.0,0.3,0.005,0.0,1.0,11.0,13.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,-inf
0.88,0.32,14.0,0.2,0.1,0.0,1.0,16.0,92.0,653.0,2320.0,5268.0,8677.0,11563.0,13855.0,15389.0,16316.0,16874.0,17212.0,17406.0,17516.0,17595.0,17628.0,17654.0,17672.0,17685.0,17688.0,17691.0,17692.0,17694.0,17694.0,17694.0,-3057.6910877933224
0.95,0.24,11.0,0.8,0.05,0.0,2.0,60.0,1243.0,6066.0,13600.0,20744.0,25725.0,28803.0,30449.0,31262.0,31671.0,31906.0,31992.0,32043.0,32063.0,32080.0,32082.0,32086.0,32088.0,32088.0,32089.0,32089.0,32089.0,32089.0,32089.0,32089.0,-inf
0.58,0.25,5.0,0.2,0.5,0.0,1.0,3.0,9.0,15.0,28.0,53.0,90.0,143.0,217.0,306.0,471.0,648.0,860.0,1143.0,1444.0,1800.0,2216.0,2644.0,3100.0,3479.0,3823.0,4097.0,4328.0,4504.0,4635.0,4635.0,-6707.315525159958
0.89,0.4,8.0,0.9,0.1,0.0,3.0,26.0,156.0,1002.0,3442.0,7519.0,11932.0,15548.0,18173.0,19914.0,20948.0,21544.0,21850.0,21995.0,22082.0,22150.0,22176.0,22194.0,22202.0,22205.0,22211.0,22213.0,22213.0,22213.0,22213.0,22213.0,-inf
0.04,0.31,10.0,0.2,0.001,0.0,2.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,-inf
0.69,0.34,6.0,0.5,5e-05,0.0,1.0,4.0,11.0,23.0,51.0,105.0,273.0,637.0,1362.0,2544.0,4096.0,5858.0,7510.0,8813.0,9840.0,10535.0,10993.0,11276.0,11444.0,11542.0,11605.0,11642.0,11655.0,11661.0,11666.0,11666.0,-1852.6353110731884
