inf_prob,diag_prob,i0,behaviour_change,behaviour_change_rate,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,total_immunized,LL
0.38,0.37,13.0,0.6,5e-05,0.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,-inf
0.17,0.25,12.0,0.7,0.0005,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,-inf
0.21,0.41,10.0,0.3,0.005,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,-inf
0.12,0.38,15.0,0.3,0.005,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,-inf
0.88,0.32,14.0,0.2,0.1,0.0,6.0,9.0,149.0,513.0,928.0,1044.0,936.0,738.0,509.0,296.0,185.0,106.0,51.0,35.0,31.0,13.0,10.0,8.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,17694.0,-3057.6910877933224
0.95,0.24,11.0,0.8,0.05,0.0,7.0,190.0,1073.0,1865.0,1766.0,1222.0,735.0,405.0,192.0,94.0,51.0,17.0,9.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32089.0,-inf
0.58,0.25,5.0,0.2,0.5,0.0,1.0,1.0,0.0,6.0,4.0,7.0,12.0,12.0,28.0,36.0,38.0,59.0,62.0,83.0,77.0,95.0,102.0,110.0,99.0,85.0,73.0,47.0,46.0,31.0,29.0,4635.0,-6707.315525159958
0.89,0.4,8.0,0.9,0.1,0.0,6.0,45.0,311.0,1028.0,1635.0,1749.0,1530.0,1049.0,649.0,390.0,221.0,135.0,57.0,35.0,18.0,11.0,6.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,22213.0,-inf
0.04,0.31,10.0,0.2,0.001,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-inf
0.69,0.34,6.0,0.5,5e-05,0.0,0.0,4.0,4.0,7.0,28.0,44.0,108.0,232.0,408.0,540.0,622.0,562.0,411.0,351.0,242.0,150.0,91.0,56.0,37.0,23.0,11.0,6.0,0.0,1.0,3.0,11666.0,-1852.6353110731884
0.42,0.26,5.0,0.5,0.0005,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,-inf
0.88,0.32,15.0,0.9,0.05,0.0,2.0,21.0,193.0,716.0,1192.0,1384.0,1157.0,928.0,571.0,299.0,171.0,107.0,56.0,27.0,15.0,9.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,21873.0,-inf
0.1,0.28,12.0,0.8,0.005,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,-inf
