inf_rate,diag_prob,i0,behaviour_change,behaviour_change_rate
0.718396983725278,0.2872854161436674,16.0,0.4004658303048988,0.10320091470911771
0.6199955480707103,0.2512263784682729,6.0,0.10508829002831747,0.010060049851591955
0.665935386814297,0.2960047288015877,7.0,0.5947897888756506,0.010131268550874655
0.710353645706657,0.23832899893262172,19.0,0.5043694690324819,0.05005178697286593
0.6382534984559324,0.2607716776772818,19.0,0.09806430028356806,0.010202907222076112
0.6383557845405275,0.3391574367018964,19.0,0.5887483263590979,0.09962079552349587
0.7005984708982598,0.34233985269046396,16.0,0.20206330308694018,0.049893510228537975
0.6742036662107177,0.3491000679937382,15.0,0.5028403094366399,0.009924716280357853
0.7295408074720107,0.24477829298092874,13.0,0.18727822886798784,0.5034237302108812
0.6410732843482845,0.24923122680340565,14.0,0.7008320066104713,0.010007166548983393
0.6393381140121658,0.2484526182970556,12.0,0.7928251826698223,0.005025081206159052
0.6961285218853139,0.24950329557757686,16.0,0.4980198477821568,0.09923618858459486
0.6782821214697186,0.2555690776392116,10.0,0.08742669994627106,0.010004704160550342
0.6955127198718227,0.31029774819716666,16.0,0.39509628022068694,0.0499489018739823
0.6916598710774424,0.3036751329218868,12.0,0.29903572269825107,0.0049110993573520745
0.6721731386038853,0.3225892199137785,8.0,0.3996816719872452,0.0511251616769112
0.6995845318133315,0.30306074577310527,14.0,0.2039792546668296,0.5028263817532352
0.6544665673762169,0.3080301636295274,15.0,0.3003125085937188,0.009932961834651564
0.6882894148828657,0.2376403667393324,14.0,0.5956775500420712,0.010037437034973758
0.7124316759862085,0.2871526386474075,17.0,0.10713360578324418,0.500784219918521
0.6561101546597403,0.24734632220853597,16.0,0.8986791799667162,0.04931673873612441
0.688560080667396,0.3214990417613495,13.0,0.1052797414958227,0.005028294124431371
0.5843232436521436,0.29693221184768126,8.0,0.39716927044303557,0.004991023238981387
0.7195432144925974,0.34119934732691015,15.0,0.1946827507601174,0.049893857853586146
0.7502225921363118,0.2520601574114197,9.0,0.09895313291867096,0.09943931709589077
