inf_prob,diag_prob,i0,vaccine_efficacy1,vaccine_efficacy2,infection_efficacy,first_outbreak_size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0.6816163873409771,0.2377928160440721,15.0,0.64,0.8,0.97,7403.0,0.7787011699245973,0.9252699138078291,0.27879515775773855,0.45061059319942104,0.37056736657146405,0.11667151344012966,0.14999958919179981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6816163873409771,0.2377928160440721,15.0,0.64,0.8,0.97,7403.0,0.8087788149063749,0.6013743844086353,0.44748844102459795,0.33467602088279247,0.35007193558029387,0.5784733998208236,0.6748856331242942,0.18725877190666038,0.049920189348055755,0.12480466925826059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6816163873409771,0.2377928160440721,15.0,0.64,0.8,0.97,7403.0,0.9558574473584135,0.6057687971259649,0.6777768944157173,0.5501915368475029,0.5363000624016416,0.38320646456450835,0.1247660037054217,0.31629315602335084,0.6741242689740824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6816163873409771,0.2377928160440721,15.0,0.64,0.8,0.97,7403.0,0.4472787119843433,0.4275101787066851,0.3253225293230459,0.28780187161395915,0.10006282058671001,0.10006282058671001,0.10006282058671001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6816163873409771,0.2377928160440721,15.0,0.64,0.8,0.97,7403.0,0.5910315838159722,0.41924979823592967,0.30021589398030457,0.34028147201934283,0.38367454883112107,0.20009173393327484,0.20009173393327484,0.20009173393327484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6816163873409771,0.2377928160440721,15.0,0.64,0.8,0.97,7403.0,0.8121176797459692,0.5806392352609622,0.46844415726238975,0.18570909246792638,0.1624954559094356,0.11665607817759292,0.14998158484370946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6816163873409771,0.2377928160440721,15.0,0.64,0.8,0.97,7403.0,0.9791345717599976,0.8344456996517597,0.2455839731624632,0.12489126840009002,1.0187786711010076,0.07130031866419285,0.3495656590221806,0.31622301019414956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6816163873409771,0.2377928160440721,15.0,0.64,0.8,0.97,7403.0,0.6511013182811287,0.5155186637665252,0.482151440478556,0.4886576059805924,0.20015538016433004,0.15011359542366187,0.20012903638512178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6816163873409771,0.2377928160440721,15.0,0.64,0.8,0.97,7403.0,0.6077529025262248,0.5008865745238055,0.2502002639517961,0.22015784236307537,0.1000610438271307,1.1522604634014728,1.7038892789025166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6816163873409771,0.2377928160440721,15.0,0.64,0.8,0.97,7403.0,0.6045137537077255,0.4641188459947323,0.18191866255431205,0.0833625709529896,0.10003844701629111,3.815928558354844e-16,0.2501101280869597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6816163873409771,0.2377928160440721,15.0,0.72,0.76,0.91,7403.0,0.601910683589646,0.6148588910778455,0.38240827747759715,0.32867476064046525,0.7093160023050257,0.1855051232167487,0.2748302624868723,0.1287892385700232,0.05150881821096261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6816163873409771,0.2377928160440721,15.0,0.72,0.76,0.91,7403.0,0.5432200093152459,0.6843933304507013,0.4598639188881248,0.07211554102193682,0.12019256836989468,0.2575718770011773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6816163873409771,0.2377928160440721,15.0,0.72,0.76,0.91,7403.0,0.7881156435979538,0.7398656220113494,0.35243350316145067,0.05152839881623086,0.10305679763246171,0.10305679763246171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6816163873409771,0.2377928160440721,15.0,0.72,0.76,0.91,7403.0,0.8562265607210545,0.8474511873041092,0.4991948419197214,0.4982039214424523,0.5154677594605579,0.12863072071116888,0.1543517522378815,0.24010484606386598,0.18006208478216038,0.10288853099233335,-9.170987450275676e-16,0.25723563857203746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6816163873409771,0.2377928160440721,15.0,0.72,0.76,0.91,7403.0,0.5365709216063606,0.4413499091437426,0.6122405033928445,0.37982945663976175,0.48739066360699224,0.23164326700979002,0.3089251259468583,0.14149101068709377,2.532894533575355e-16,0.07716130105673007,0.15432260211346013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6816163873409771,0.2377928160440721,15.0,0.72,0.76,0.91,7403.0,0.5330044580247265,0.4428268156927627,0.30929124886293086,0.15457075930918793,0.3349632794842165,0.3349632794842165,0.1545521276958859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6816163873409771,0.2377928160440721,15.0,0.72,0.76,0.91,7403.0,0.5739497176170658,0.5361273492134079,0.354874579312479,0.1372964095077688,0.0514782775091158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6816163873409771,0.2377928160440721,15.0,0.72,0.76,0.91,7403.0,0.7566944358150928,0.5770129883372533,0.4310732333076835,0.42259761157610376,0.1030086812784056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6816163873409771,0.2377928160440721,15.0,0.72,0.76,0.91,7403.0,0.6294632169072663,0.44683189981111177,0.28557836513853463,0.3926333558831639,0.24264594062165787,0.3031251631802172,0.5517571674405531,1.004145441704688,0.6519548049526379,1.2185702911611247e-15,0.20564407304920113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6816163873409771,0.2377928160440721,15.0,0.72,0.76,0.91,7403.0,0.6052718891808927,0.438292968654142,0.3569074195066397,0.19753086761475205,0.11592613090679064,0.07727548881360215,0.20608230024727967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6816163873409771,0.2377928160440721,15.0,0.82,0.83,0.88,7403.0,0.41695316345851313,0.39502317344159094,0.3445745592776342,0.10164435241434794,0.20331125955873164,0.20331125955873164,0.10162180406314533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6816163873409771,0.2377928160440721,15.0,0.82,0.83,0.88,7403.0,0.8623981850901165,0.7795148521030407,0.49780629693928913,0.5344939841499385,0.33894820677830295,0.10166285302711268,0.10166285302711268,8.471746135147286e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6816163873409771,0.2377928160440721,15.0,0.82,0.83,0.88,7403.0,0.7193542422350391,0.4324232028582169,0.3243727360652497,0.47886530970725855,0.11861792084133539,0.11861792084133539,0.5848118435740143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6816163873409771,0.2377928160440721,15.0,0.82,0.83,0.88,7403.0,0.9370431174217123,0.9592678931184664,0.3616784657964114,0.31783442112095756,0.2542077278442367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6816163873409771,0.2377928160440721,15.0,0.82,0.83,0.88,7403.0,0.9472597683970164,0.804534592537281,0.6392051947491117,0.5531021177036434,0.5377924528423914,0.6209244357065855,0.30475670089354867,0.07612014039168508,0.07612014039168508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6816163873409771,0.2377928160440721,15.0,0.82,0.83,0.88,7403.0,0.5494842540786374,0.3908920881358767,0.49354744870430967,0.5175433554962816,0.4835992759480517,0.10161661281035937,0.10161661281035937,0.10161661281035937,0.15242914595578794,0.15242914595578794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6816163873409771,0.2377928160440721,15.0,0.82,0.83,0.88,7403.0,0.7771252962964302,0.42386698942293116,0.43236812253530793,0.262795869860222,0.2289461209590652,0.07625189202297529,0.07625189202297529,0.11861119505378133,0.177916792580672,0.1524952745483589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
