inf_prob,diag_prob,i0,behaviour_change,behaviour_change_rate,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,total_immunized,LL
0.38,0.13,13.0,0.0,0.0,0.0,4.0,13.0,17.0,20.0,21.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,13862.0,-inf
0.1,0.76,10.0,0.0,0.0,0.0,3.0,7.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13861.0,-inf
0.8,0.65,5.0,0.0,0.0,0.0,1.0,4.0,10.0,23.0,50.0,158.0,538.0,1485.0,3307.0,5910.0,8696.0,11015.0,12718.0,13760.0,14392.0,14790.0,15012.0,15116.0,15179.0,15208.0,15226.0,15234.0,15240.0,15243.0,15244.0,22491.0,-inf
0.02,0.77,12.0,0.0,0.0,0.0,3.0,9.0,10.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13863.0,-inf
0.07,0.26,7.0,0.0,0.0,0.0,0.0,3.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,13858.0,-inf
0.21,0.19,9.0,0.0,0.0,0.0,1.0,6.0,10.0,12.0,15.0,17.0,19.0,19.0,23.0,24.0,26.0,28.0,30.0,35.0,40.0,41.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,13882.0,-inf
0.12,0.29,7.0,0.0,0.0,0.0,1.0,3.0,5.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,13860.0,-inf
0.69,0.88,12.0,0.0,0.0,0.0,0.0,8.0,11.0,30.0,68.0,132.0,241.0,391.0,619.0,920.0,1289.0,1747.0,2248.0,2740.0,3135.0,3455.0,3715.0,3897.0,4025.0,4135.0,4209.0,4256.0,4286.0,4304.0,4317.0,16479.0,-2593.941747644613
0.95,0.97,11.0,0.0,0.0,0.0,2.0,31.0,435.0,2834.0,7856.0,13552.0,17930.0,20717.0,22279.0,23122.0,23514.0,23703.0,23797.0,23840.0,23859.0,23873.0,23876.0,23877.0,23877.0,23877.0,23877.0,23877.0,23877.0,23877.0,23877.0,27779.0,-inf
0.14,0.1,12.0,0.0,0.0,0.0,1.0,7.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13862.0,-inf
0.64,0.62,11.0,0.0,0.0,0.0,2.0,6.0,12.0,16.0,24.0,35.0,60.0,110.0,217.0,399.0,698.0,1087.0,1640.0,2332.0,3047.0,3751.0,4397.0,4873.0,5249.0,5514.0,5696.0,5811.0,5896.0,5948.0,5974.0,17467.0,-6337.932746041284
0.58,0.02,5.0,0.0,0.0,0.0,0.0,3.0,8.0,18.0,30.0,53.0,89.0,167.0,295.0,556.0,982.0,1603.0,2407.0,3362.0,4332.0,5239.0,5982.0,6599.0,7000.0,7286.0,7465.0,7596.0,7664.0,7710.0,7734.0,18303.0,-2730.812931695743
0.61,0.82,13.0,0.0,0.0,0.0,1.0,9.0,18.0,25.0,29.0,33.0,34.0,37.0,39.0,40.0,43.0,45.0,45.0,46.0,46.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,13894.0,-inf
0.89,0.14,8.0,0.0,0.0,0.0,0.0,15.0,214.0,1616.0,5549.0,11505.0,17526.0,22163.0,25343.0,27172.0,28197.0,28720.0,29023.0,29171.0,29233.0,29259.0,29273.0,29280.0,29281.0,29283.0,29284.0,29285.0,29285.0,29285.0,29285.0,31592.0,-inf
0.48,0.73,12.0,0.0,0.0,0.0,0.0,6.0,12.0,15.0,15.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,13869.0,-inf
0.04,0.71,10.0,0.0,0.0,0.0,1.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,13858.0,-inf
0.5,0.58,8.0,0.0,0.0,0.0,1.0,5.0,7.0,13.0,13.0,14.0,16.0,16.0,20.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,13871.0,-inf
