inf_prob,diag_prob,i0,behaviour_change,behaviour_change_rate,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,total_immunized,LL
0.38,0.13,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13862.0,-inf
0.1,0.76,10.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13861.0,-inf
0.8,0.65,5.0,0.0,0.0,0.0,2.0,5.0,4.0,17.0,58.0,244.0,718.0,1326.0,1721.0,1789.0,1532.0,997.0,662.0,368.0,206.0,130.0,61.0,31.0,19.0,13.0,3.0,1.0,2.0,1.0,0.0,22491.0,-inf
0.02,0.77,12.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13863.0,-inf
0.07,0.26,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13858.0,-inf
0.21,0.19,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13882.0,-inf
0.12,0.29,7.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13860.0,-inf
0.69,0.88,12.0,0.0,0.0,0.0,14.0,3.0,21.0,40.0,62.0,120.0,163.0,207.0,308.0,334.0,424.0,465.0,381.0,319.0,247.0,224.0,139.0,95.0,86.0,58.0,24.0,19.0,10.0,13.0,6.0,16479.0,-2593.941747644613
0.95,0.97,11.0,0.0,0.0,0.0,30.0,571.0,4047.0,6663.0,5226.0,3231.0,1711.0,861.0,409.0,216.0,69.0,45.0,22.0,16.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27779.0,-inf
0.14,0.1,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13862.0,-inf
0.64,0.62,11.0,0.0,0.0,0.0,6.0,3.0,2.0,7.0,7.0,17.0,26.0,69.0,118.0,192.0,274.0,355.0,435.0,461.0,442.0,376.0,289.0,253.0,156.0,111.0,70.0,37.0,22.0,18.0,9.0,17467.0,-6337.932746041284
0.58,0.02,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,7.0,7.0,22.0,17.0,14.0,23.0,12.0,14.0,15.0,7.0,6.0,8.0,3.0,1.0,1.0,0.0,1.0,18303.0,-2730.812931695743
0.61,0.82,13.0,0.0,0.0,0.0,11.0,4.0,6.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13894.0,-inf
0.89,0.14,8.0,0.0,0.0,0.0,2.0,13.0,129.0,485.0,795.0,843.0,674.0,496.0,283.0,128.0,98.0,46.0,26.0,11.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31592.0,-inf
0.48,0.73,12.0,0.0,0.0,0.0,9.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13869.0,-inf
0.04,0.71,10.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13858.0,-inf
