inf_rate,diag_prob,i0,behaviour_change,behaviour_change_rate
0.6205988870969806,0.3078251093370495,8.0,0.19807265746262717,0.004889874279298159
0.7201288576206851,0.3199933597476192,13.0,0.0976153415022737,0.05608366174390986
0.6860552307334703,0.25537758272883887,13.0,0.6028463588908956,0.0489793072692999
0.7227729015594594,0.28061940452643525,14.0,0.40137229961879983,0.08473475468130161
0.6992744019020921,0.28524168284340445,11.0,0.39432866101729885,0.004736402724740459
0.7183557845405275,0.23915743670189638,8.0,0.28874832635909786,0.09620795523495862
0.6605984708982598,0.24233985269046396,10.0,0.10206330308694017,0.009787020457075942
0.7142036662107176,0.24910006799373824,16.0,0.10284030943663991,0.009247162803578535
0.6675373593981592,0.26591839038617393,13.0,0.6970283408585789,0.004244979663838172
0.7210732843482844,0.24923122680340565,11.0,0.1008320066104713,0.010071665489833936
0.7321017356986539,0.2551196730166434,14.0,0.10534926576585454,0.5083336201562698
0.6895261227478005,0.24596542961172005,7.0,0.6981559076577607,0.08093630121469532
0.6382821214697185,0.3355690776392116,15.0,0.08742669994627106,0.00502352080275171
0.653389422574564,0.3891566007953665,12.0,0.10338043044695447,0.005313532643847254
0.7199500998629186,0.2471701339209313,11.0,0.10145551068421037,0.009765597708268719
0.7290357226982511,0.24110993573520745,15.0,0.8032735285185156,0.10894352304820533
0.6896816719872451,0.331251616769112,12.0,0.28886432396306105,0.007670963230939187
0.7539792546668296,0.24282638175323523,15.0,0.2944665673762169,0.03803016362952739
0.7080898150205517,0.24621115710836028,8.0,0.8936905348462039,0.10348509992957496
0.7256775500420712,0.31187185174868787,7.0,0.20195772846751292,0.08556878342999062
0.6893540901258487,0.29997315396159563,4.0,0.20133887804671124,0.00851963907363311
0.6461101546597403,0.34734632220853595,17.0,0.29867917996671617,0.004316738736124411
0.7141129568159653,0.2414950248934114,16.0,0.402892691286999,0.49294604477222437
0.7901112236927028,0.23785465703222003,14.0,0.09675947353553821,0.11747577239348644
0.6261848162665998,0.36045834788350994,13.0,0.19398629632669318,0.0009251813531574367
0.7314859763942385,0.2549643216838432,13.0,0.09532010703146013,0.04520195744484408
0.724964409477623,0.31340685979814314,8.0,0.20580451311787815,0.09147318236795621
0.730440774622992,0.23331739725022152,15.0,0.19024010950727438,0.1037333078381669
0.7373497270480414,0.2419979237341289,10.0,0.30238487786738644,0.09888760381018379
0.6035246948553525,0.256838656396804,11.0,0.2913665572800412,0.0009622358041682294
0.6907744412719601,0.3134896444911349,12.0,0.3047049001026266,0.013039388397248818
0.6822185617657565,0.2437936260027724,13.0,0.30603141097057923,0.010980556984837967
0.6953322348248857,0.2755205223031542,9.0,0.6947193277758245,0.05164027824213721
0.7464450849740866,0.26336966910396753,12.0,0.2970750666315144,0.45255973759404394
0.65731695761886,0.3195603368699987,11.0,0.40799855587028266,0.008909411156937568
0.6748053823180675,0.26280388586117476,7.0,0.5933767933220938,0.010665203684957712
0.7010786172401801,0.25295829753710786,16.0,0.09010699132634353,0.009795960231618727
0.6933652403039978,0.28765814648167165,13.0,0.10462723504244151,0.004907126481988002
0.6530111910256917,0.24424054106308832,7.0,0.7027337532022861,0.048398520410781354
0.720446255611889,0.2631820642948966,7.0,0.5046942588447934,0.010147065863101592
0.6640711166240978,0.23537462598056558,10.0,0.39957741927776297,0.103252880194325
0.7244031947369165,0.25837996243840367,12.0,0.40366836970242653,0.09674257415454127
0.6921262352367203,0.3641856653847476,13.0,0.10940053142852715,0.04453600979058328
0.7029656407590494,0.25850085973012443,13.0,0.902377297774073,0.04713362874225241
0.6490782862201393,0.2419343561609647,12.0,0.6059784945108695,0.010956538424626185
0.6655011960957642,0.3102617892631358,10.0,0.30009168474194725,0.00910263982301748
0.7539479968508107,0.27894992912407335,11.0,0.10387196791276253,0.08970552250426543
0.7093654542549465,0.2874043134942588,19.0,0.20486546575390102,0.010097019565556265
0.7552545383988117,0.2890716135398509,15.0,0.0976986657949717,0.1029487383029292
0.7485439290665273,0.2470924014757571,9.0,0.20632907088918398,0.0647362631373398
0.7425178701014351,0.24692710696634187,13.0,0.09932365969458161,0.09411871135651745
0.759165251316342,0.23885098033654614,7.0,0.09907319730424141,0.5219252371377909
0.7474936862311318,0.28765195294865925,10.0,0.10987710014350872,0.10826189260970721
0.7319454085230377,0.2493248571855467,5.0,0.11069158468028858,0.04906504879964295
0.6918347927413859,0.2889003681536679,14.0,0.503291029819948,0.010478820445583199
0.6773018588646063,0.3203128818317334,14.0,0.3974197874992899,0.01030916085269296
0.7082834790906357,0.25057852896383964,15.0,0.9053989952684738,0.04705202675121522
0.7157802659729916,0.24610575757336017,9.0,0.500649783563159,0.00883660931510561
0.6924525966521079,0.29373081673458956,7.0,0.29908192026440944,0.009245122203790692
0.6732931718646377,0.28442860403333237,15.0,0.8024607222958742,0.009969491150058593
