inf_rate,diag_prob,i0,behaviour_change,behaviour_change_rate
0.6783969837252781,0.3272854161436674,15.0,0.5004658303048988,0.005160045735455886
0.6899955480707103,0.3612263784682729,10.0,0.4050882900283175,0.010060049851591955
0.7459353868142969,0.3260047288015877,14.0,0.09478978887565065,0.5065634275437328
0.7403536457066571,0.25832899893262173,15.0,0.3043694690324819,0.5005178697286592
0.6982534984559323,0.3207716776772818,17.0,0.19806430028356808,0.05101453611038056
0.6683557845405276,0.40915743670189636,14.0,0.18874832635909788,0.4981039776174793
0.7005984708982598,0.2923398526904639,11.0,0.3020633030869401,0.009978702045707595
0.7542036662107177,0.23910006799373823,12.0,0.5028403094366399,0.09924716280357854
0.6595408074720107,0.23477829298092873,14.0,0.7872782288679878,0.0005034237302108811
0.7172581509759021,0.25844141550636823,12.0,0.6056321807065893,0.10087872890197788
0.6338376082012753,0.3199673327029478,15.0,0.20993818774499884,0.004967485675936505
0.7105941556947307,0.28617862892102736,11.0,0.5978857110052509,0.10129482743191609
0.7006956664773156,0.28153075513944187,15.0,0.5993987808227142,0.005054458421842299
0.691767927538682,0.3112700116681676,12.0,0.10520919122142587,0.005030324421069947
0.6690357226982512,0.23110993573520744,15.0,0.40327352851851556,0.10089435230482054
0.7296816719872451,0.311251616769112,15.0,0.28886432396306105,0.0488354816154696
0.6633686472895948,0.2602763491497186,11.0,0.9030625946693404,0.04992475866623342
0.7280898150205517,0.2862111571083603,15.0,0.09369053484620381,0.1003485099929575
0.6629664855048695,0.33071544468730446,5.0,0.6010453758538322,0.010140769848880581
0.6423846714910373,0.31967562046034487,14.0,0.2060535067327964,0.01027087001723082
0.710984078109437,0.2414535910233636,10.0,0.6000269565552981,0.10002116214898316
0.6741129568159654,0.2614950248934114,15.0,0.30289269128699897,0.004992946044772225
0.718334033461882,0.289205359549777,14.0,0.20293799524318534,0.009766036924565449
0.7246951145955526,0.26179163872307415,18.0,0.4897606522415416,0.010021122270200737
0.7680480675931922,0.255770386814361,14.0,0.1031855641640622,0.10013062297726226
0.6461848162665998,0.29045834788350994,16.0,0.19398629632669318,0.009925181353157437
0.714821002421957,0.32141818211917395,14.0,0.2969153902545476,0.004981885888579014
0.7490047862378398,0.23693571214169262,15.0,0.1937331347709916,0.04983889954867401
0.6102401095072744,0.24186665391908344,18.0,0.0964447340193823,5.024806271111954e-05
0.7223848778673865,0.24944380190509188,13.0,0.5073285819611202,0.09987877423670853
0.7273743097548785,0.2832700039729145,17.0,0.4007744412719601,0.04934896444911349
0.7518762512325858,0.2603708621765628,16.0,0.2052399342993402,0.4992966779376619
0.6895382583707019,0.24278966478700337,6.0,0.6975539640087378,0.1000995023864898
0.6651769907451465,0.3745919130815253,14.0,0.10245765883135095,0.004975047489148126
0.6982893783278097,0.30199508786195195,16.0,0.40156286461887475,0.04966589008671258
0.6776079106009772,0.29192693268947323,15.0,0.5015034020751146,0.010121931888396864
0.731561032587264,0.38118824765208664,4.0,0.10336524030399787,0.04976581464816717
0.7413671940896551,0.27625467132027237,7.0,0.3054120337986161,0.049596301159235426
0.734758902238208,0.2594896313544428,11.0,0.300432155244929,0.00496661843657888
0.7106269349010874,0.2767935556638316,18.0,0.6091511813684293,0.05059165761563805
0.6340711166240978,0.2553746259805656,14.0,0.599577419277763,0.01003252880194325
0.6944031947369165,0.28837996243840364,7.0,0.2036683697024265,0.009967425741545412
0.6677817808472648,0.2391390835672202,11.0,0.09431431605917401,0.009968313454677732
