x, y
2.0930232558139537, 0.9773242630385488
3.9867109634551494, 0.9614512471655329
5.681063122923588, 0.8775510204081632
7.076411960132891, 0.8684807256235828
8.073089700996677, 0.8458049886621315
9.069767441860465, 0.8458049886621315
9.667774086378738, 0.8276643990929705
10.863787375415283, 0.8095238095238095
12.159468438538205, 0.8049886621315193
12.857142857142858, 0.7777777777777778
13.853820598006644, 0.7687074829931972
18.13953488372093, 0.3310657596371882
20.132890365448507, 0.24489795918367346
21.12956810631229, 0.1836734693877551
25.913621262458474, 0.054421768707483
27.308970099667775, 0.04761904761904762
28.006644518272424, 0.024943310657596373
30.099667774086377, 0.024943310657596373
31.295681063122924, 0.011337868480725623
43.85382059800664, 0.011337868480725623
44.85049833887043, 0.0022675736961451248
59.10299003322259, 0.0022675736961451248
