x, y
0.09933774834437085, 1.002267573696145
4.072847682119205, 1
7.0529801324503305, 0.780045351473923
9.933774834437086, 0.7074829931972789
11.026490066225165, 0.6235827664399093
12.119205298013243, 0.5873015873015873
12.91390728476821, 0.4331065759637188
14.105960264900661, 0.41269841269841273
15.09933774834437, 0.3877551020408163
16.19205298013245, 0.37188208616780044
18.079470198675494, 0.2857142857142857
20.264900662251655, 0.2675736961451247
21.953642384105958, 0.20861678004535147
24.039735099337747, 0.19501133786848074
25.331125827814567, 0.163265306122449
26.82119205298013, 0.108843537414966
30.099337748344368, 0.06575963718820863
30.794701986754966, 0.03854875283446712
39.83443708609271, 0.03854875283446712
42.21854304635762, 0.009070294784580499
59.3046357615894, 0.0022675736961451248
