state,mean,Q0.025,Q0.975
vaccinated many,32.3104883692399,28.924928600571196,35.1438188494492
infected many,58.354803091645195,54.36658506731946,62.373521011831905
naive many,9.334708539114905,8.347613219094248,10.760913912688697
vaccinated few,24.37787749943663,267.1266829865361,275.8149734802122
infected few,8.24940492965157,76.48102815177478,102.9579763361893
naive few,67.3727175709118,66.64868237539456,68.3730639359906
