number simulation,only vaccination,only infection,infection + vaccination
124,3.2528538236185476,0.02525507627033034,0.035357106778462474
125,3.9465265851769535,0.02020406101626427,0.00841835875677678
126,4.163720241101795,0.03367343502710712,0.00841835875677678
127,3.9212715089066235,0.05051015254066068,0.02020406101626427
128,4.274842576691248,0.05724483954608209,0.013469374010842845
129,3.702394181230427,0.011785702259487489,0.023571404518974978
130,3.5424453648516687,0.08923460282183386,0.00841835875677678
131,3.7360676162575346,0.037040778529817825,0.013469374010842845
132,3.481833181802876,0.09260194632454456,0.00841835875677678
133,3.5895881738896183,0.045459137286594606,0.010102030508132135
134,2.900966427585278,0.06229585480014816,0.02525507627033034
135,4.138465164831465,0.22056099942755159,0.037040778529817825
136,3.222547732094151,0.013469374010842845,0.01683671751355356
137,2.326834360373102,0.028622419773041044,0.03367343502710712
138,1.0489275010943866,0.03872445028117318,0.0067346870054214225
139,3.1030070377479206,0.0420917937838839,0.013469374010842845
140,4.109842745058423,0.19193857965451055,0.02020406101626427
141,4.16540391285315,0.19530592315722126,0.04040812203252854
142,3.9633633026905075,0.10102030508132136,0.0151530457621982
143,4.428056706064585,0.16668350338418023,0.052193824292016036
144,2.538977001043876,0.1868875644004445,0.0050510152540660675
145,3.1787722665589118,0.0151530457621982,0.0067346870054214225
146,4.103108058053002,0.12795905310300704,0.11112233558945347
147,4.264740546183116,0.23066302993568374,0.03367343502710712
148,4.0239754857392995,0.0841835875677678,0.05051015254066068
149,4.591372865946055,0.04040812203252854,0.05051015254066068
150,3.0457621982018384,0.07576522881099101,0.0303060915243964
151,2.9178031450988318,0.05556116779472674,0.010102030508132135
152,1.495100515203556,0.028622419773041044,0.0067346870054214225
153,2.8016297942553123,0.03198976327575176,0.010102030508132135
154,3.488567868808297,0.045459137286594606,0.052193824292016036
155,2.082701956426575,0.048826480789305314,0.011785702259487489
156,1.7240798733878842,0.01683671751355356,0.0033673435027107112
157,1.8772940027612217,0.06229585480014816,0.02525507627033034
158,3.483516853554231,0.0151530457621982,0.023571404518974978
159,3.1450988315318047,0.010102030508132135,0.0033673435027107112
160,3.0474458699531937,0.047142809037949956,0.0067346870054214225
161,2.3487220931407213,0.0050510152540660675,0.011785702259487489
162,3.5121392733272723,0.018520389264908912,0.00841835875677678
163,3.54918005185709,0.01683671751355356,0.00841835875677678
164,4.384281240529346,0.10607132033538741,0.02693874802168569
165,2.621476916860289,0.09596928982725528,0.05387749604337138
166,3.3420884264403807,0.03367343502710712,0.010102030508132135
167,3.7613226925278647,0.02693874802168569,0.02020406101626427
168,0.010102030508132135,0.02693874802168569,0.010102030508132135
169,4.556015759167593,0.11617335084351955,0.018520389264908912
170,4.231067111156009,0.05556116779472674,0.01683671751355356
171,3.434690372764926,0.10102030508132136,0.02525507627033034
172,4.480250530356602,0.1212243660975856,0.035357106778462474
173,4.172138599858571,0.44954035761187994,0.07744890056234636
174,4.342189446745462,0.19193857965451055,0.0033673435027107112
175,4.188975317372125,0.08081624406505708,0.01683671751355356
176,3.4043842812405294,0.03198976327575176,0.04040812203252854
177,3.50203724281914,0.09933663332996599,0.10102030508132136
178,3.9145368219012022,0.35020372428191404,0.07408155705963565
179,3.8034144863117487,0.05556116779472674,0.07744890056234636
180,3.7949961275549717,0.013469374010842845,0.0067346870054214225
181,1.2997945920463347,0.17341819038960163,0.0303060915243964
182,4.067750951274539,0.13974475536249453,0.011785702259487489
183,4.0222918139879456,0.047142809037949956,0.02020406101626427
184,4.130046806074688,0.043775465535239255,0.03367343502710712
185,4.300097652961578,0.0841835875677678,0.028622419773041044
186,4.2798935919453145,0.06734687005421423,0.02693874802168569
187,3.922955180657979,0.0841835875677678,0.0151530457621982
188,3.8387715930902107,0.035357106778462474,0.047142809037949956
189,4.231067111156009,0.037040778529817825,0.0050510152540660675
190,4.66208707950298,0.10438764858403207,0.035357106778462474
191,3.9027511196417146,0.11448967909216418,0.05724483954608209
192,4.411219988551032,0.04040812203252854,0.02020406101626427
193,4.492036232616089,0.05387749604337138,0.037040778529817825
194,4.2714752331885375,0.09260194632454456,0.07071421355692495
195,4.682291140519244,0.0420917937838839,0.0050510152540660675
196,4.387648584032057,0.18183654914637842,0.02020406101626427
197,1.5607637135064147,0.14647944236791594,0.0050510152540660675
198,1.3570394315924168,0.03198976327575176,0.047142809037949956
199,4.342189446745462,0.15489780112469273,0.052193824292016036
200,2.848772603293262,0.018520389264908912,0.0050510152540660675
201,4.241169141664141,0.03198976327575176,0.0050510152540660675
202,4.327036400983264,0.0303060915243964,0.023571404518974978
203,1.5270902784793077,0.09091827457318921,0.010102030508132135
204,3.4245883422567935,0.03198976327575176,0.0016836717513553556
205,4.162036569350439,0.05051015254066068,0.0151530457621982
206,2.752803313466007,0.037040778529817825,0.011785702259487489
207,4.54591372865946,0.028622419773041044,0.01683671751355356
208,4.008822439977102,0.021887732767619628,0.011785702259487489
209,4.547597400410816,0.018520389264908912,0.018520389264908912
210,4.052597905512342,0.058928511297437446,0.01683671751355356
211,2.7191298784388995,0.048826480789305314,0.010102030508132135
212,4.158669225847729,0.0606121830487928,0.00841835875677678
213,4.3994342862915445,0.018520389264908912,0.01683671751355356
214,0.0033673435027107112,0.06229585480014816,0.023571404518974978
215,4.04586321850692,0.0606121830487928,0.018520389264908912
216,4.419638347307809,0.05724483954608209,0.011785702259487489
217,3.3252517089268276,0.037040778529817825,0.02525507627033034
218,3.5996902043977506,0.0033673435027107112,0.02693874802168569
219,4.47014849984847,0.047142809037949956,0.011785702259487489
220,1.5691820722631915,0.03198976327575176,0.010102030508132135
221,3.781526753544129,0.1262753813516517,0.04040812203252854
222,3.0945886789911436,0.07071421355692495,0.05724483954608209
223,3.540761693100313,0.11112233558945347,0.01683671751355356
224,3.2713742128834564,0.05556116779472674,0.048826480789305314
225,3.7798430817927735,0.058928511297437446,0.0067346870054214225
226,2.082701956426575,0.02693874802168569,0.018520389264908912
227,3.3791292049701993,0.08923460282183386,0.018520389264908912
228,3.1265784422668954,0.02693874802168569,0.028622419773041044
229,1.868875644004445,0.0723978853082803,0.011785702259487489
230,2.326834360373102,0.02525507627033034,0.018520389264908912
231,2.8420379162878406,0.0303060915243964,0.0033673435027107112
232,0.5084688689093174,0.013469374010842845,0.0016836717513553556
233,3.0676499309694583,0.018520389264908912,0.0050510152540660675
234,2.764589015725494,0.08081624406505708,0.028622419773041044
235,2.8689766643095265,0.08081624406505708,0.021887732767619628
236,2.5861198100818266,0.028622419773041044,0.00841835875677678
237,2.2477017880593997,0.05556116779472674,0.02020406101626427
238,2.613058558103512,0.043775465535239255,0.01683671751355356
239,2.2089773377782267,0.03198976327575176,0.023571404518974978
240,3.6367309829275682,0.05556116779472674,0.018520389264908912
241,3.606424891403172,0.07576522881099101,0.02525507627033034
242,3.9448429134255987,0.0016836717513553556,0.018520389264908912
243,2.991884702158467,0.09596928982725528,0.021887732767619628
244,3.6400983264302793,0.035357106778462474,0.011785702259487489
245,3.05249688520726,0.013469374010842845,0.0067346870054214225
246,0.02020406101626427,0.048826480789305314,0.013469374010842845
247,3.672088089706031,0.037040778529817825,0.028622419773041044
248,0.0420917937838839,0.03367343502710712,0.011785702259487489
249,3.820251203825302,0.037040778529817825,0.011785702259487489
250,4.539179041654039,0.1212243660975856,0.06229585480014816
251,4.454995454086271,0.028622419773041044,0.00841835875677678
252,4.278209920193959,0.04040812203252854,0.011785702259487489
253,4.4853015456106675,0.03198976327575176,0.010102030508132135
254,4.394383271037478,0.043775465535239255,0.02525507627033034
255,4.3489241337508835,0.023571404518974978,0.0067346870054214225
256,0.043775465535239255,0.018520389264908912,0.0050510152540660675
257,3.5171902885813378,0.05724483954608209,0.011785702259487489
258,3.7966797993063275,0.011785702259487489,0.02020406101626427
259,1.7341819038960162,0.010102030508132135,0.011785702259487489
260,3.8354042495875005,0.0151530457621982,0.0067346870054214225
261,4.217597737145167,0.0303060915243964,0.0067346870054214225
262,3.847189951846988,0.03367343502710712,0.011785702259487489
263,4.059332592517763,0.05387749604337138,0.0016836717513553556
264,3.830353234333434,0.03872445028117318,0.01683671751355356
265,4.1519345388423075,0.035357106778462474,0.0420917937838839
266,3.855608310603765,0.023571404518974978,0.018520389264908912
267,3.645149341684345,0.02020406101626427,0.021887732767619628
268,3.488567868808297,0.045459137286594606,0.0151530457621982
269,3.9061184631444257,0.02525507627033034,0.023571404518974978
270,4.104791729804357,0.043775465535239255,0.0067346870054214225
271,4.4853015456106675,0.07408155705963565,0.0151530457621982
272,4.173822271609927,0.09260194632454456,0.048826480789305314
273,4.394383271037478,0.09091827457318921,0.0303060915243964
274,4.902852139946796,0.047142809037949956,0.02525507627033034
275,4.251271172172273,0.12795905310300704,0.035357106778462474
276,3.569384112873354,0.07071421355692495,0.0050510152540660675
277,0.08081624406505708,0.02020406101626427,0.0050510152540660675
278,4.894433781190019,0.03872445028117318,0.0016836717513553556
279,4.076169310031316,0.08586725931912315,0.0050510152540660675
280,3.205711014580597,0.023571404518974978,0.0151530457621982
281,2.7393339394551637,0.00841835875677678,0.010102030508132135
282,3.8825470586254505,0.011785702259487489,0.01683671751355356
283,4.409536316799676,0.0303060915243964,0.0151530457621982
284,3.4178536552513723,0.03367343502710712,0.0151530457621982
285,3.9296898676634004,0.02525507627033034,0.0303060915243964
286,3.7411186315116,0.048826480789305314,0.0033673435027107112
287,4.593056537697411,0.02525507627033034,0.00841835875677678
288,4.460046469340337,0.1027039768326767,0.021887732767619628
289,3.2006599993265312,0.03367343502710712,0.01683671751355356
290,2.8858133818230796,0.0420917937838839,0.0033673435027107112
291,2.634946290871132,0.06903054180556958,0.010102030508132135
292,3.591271845640974,0.06397952655150352,0.011785702259487489
293,3.2528538236185476,0.06734687005421423,0.013469374010842845
294,3.9482102569283093,0.047142809037949956,0.1027039768326767
295,3.5895881738896183,0.03367343502710712,0.0067346870054214225
296,4.19065898912348,0.06734687005421423,0.02020406101626427
297,3.498669899316429,0.011785702259487489,0.021887732767619628
298,2.6231605886116443,0.0303060915243964,0.035357106778462474
299,3.4178536552513723,0.10102030508132136,0.010102030508132135
300,2.417752634946291,0.047142809037949956,0.010102030508132135
301,3.057547900461326,0.09260194632454456,0.0050510152540660675
302,3.781526753544129,0.12290803784894097,0.035357106778462474
303,3.700710509479072,0.013469374010842845,0.0016836717513553556
304,3.5424453648516687,0.021887732767619628,0.013469374010842845
305,3.2646395258780347,0.021887732767619628,0.0067346870054214225
306,2.858874633801394,0.03872445028117318,0.023571404518974978
307,3.2781088998888777,0.0303060915243964,0.010102030508132135
308,3.8370879213388562,0.0151530457621982,0.018520389264908912
309,1.873926659258511,0.0033673435027107112,0.0050510152540660675
310,3.062598915715392,0.00841835875677678,0.010102030508132135
311,3.173721251304846,0.02020406101626427,0.013469374010842845
312,3.4330067010135705,0.035357106778462474,0.02525507627033034
313,2.1029060174428396,0.03367343502710712,0.0050510152540660675
314,3.352190456948513,0.021887732767619628,0.035357106778462474
315,3.2494864801158365,0.023571404518974978,0.0067346870054214225
316,0.023571404518974978,0.021887732767619628,0.01683671751355356
317,3.5575984106138665,0.021887732767619628,0.0
318,3.2006599993265312,0.043775465535239255,0.010102030508132135
319,2.9952520456611778,0.03872445028117318,0.0151530457621982
320,4.428056706064585,0.021887732767619628,0.0033673435027107112
321,4.547597400410816,0.045459137286594606,0.018520389264908912
322,4.197393676128902,0.02020406101626427,0.0151530457621982
323,4.862444017914267,0.045459137286594606,0.0151530457621982
324,4.867495033168334,0.047142809037949956,0.023571404518974978
325,4.625046300973162,0.0420917937838839,0.011785702259487489
326,4.298413981210223,0.045459137286594606,0.02693874802168569
327,5.025760177795737,0.09596928982725528,0.0303060915243964
328,4.3825975687779914,0.045459137286594606,0.02525507627033034
329,4.746270667070748,0.0303060915243964,0.02693874802168569
330,3.9684143179445734,0.04040812203252854,0.0151530457621982
331,0.04040812203252854,0.0606121830487928,0.0151530457621982
332,3.9313735394147558,0.02525507627033034,0.0067346870054214225
333,0.8165807994073475,0.018520389264908912,0.0
334,2.5490790315520084,0.023571404518974978,0.010102030508132135
335,3.7327002727548235,0.021887732767619628,0.028622419773041044
336,3.3606088157052896,0.037040778529817825,0.00841835875677678
337,3.699026837727717,0.028622419773041044,0.03872445028117318
338,3.377445533218844,0.018520389264908912,0.00841835875677678
339,2.8942317405798565,0.021887732767619628,0.010102030508132135
340,2.8117318247634437,0.11954069434623027,0.021887732767619628
341,3.259588510623969,0.0420917937838839,0.01683671751355356
342,2.5659157490655624,0.05556116779472674,0.0067346870054214225
343,2.331885375627168,0.045459137286594606,0.03367343502710712
344,1.6365289423174056,0.00841835875677678,0.0016836717513553556
345,2.365558810654275,0.052193824292016036,0.02020406101626427
346,2.53392598578981,0.028622419773041044,0.04040812203252854
347,3.023874465434219,0.03198976327575176,0.018520389264908912
348,3.7714247230359965,0.018520389264908912,0.011785702259487489
349,0.0016836717513553556,0.08586725931912315,0.0151530457621982
350,3.2511701518671923,0.058928511297437446,0.021887732767619628
351,3.572751456376065,0.037040778529817825,0.0033673435027107112
352,2.2207630400377143,0.07744890056234636,0.00841835875677678
353,3.2646395258780347,0.03367343502710712,0.03198976327575176
354,2.8538236185473282,0.13637741185978383,0.023571404518974978
355,2.717446206687544,0.0303060915243964,0.023571404518974978
356,3.4498434185271236,0.023571404518974978,0.00841835875677678
357,3.380812876721554,0.043775465535239255,0.0067346870054214225
358,3.5188739603326935,0.01683671751355356,0.011785702259487489
359,2.166885543994343,0.06229585480014816,0.0067346870054214225
360,4.337138431491396,0.07744890056234636,0.00841835875677678
361,0.49668316664983,0.011785702259487489,0.0016836717513553556
362,3.057547900461326,0.03367343502710712,0.013469374010842845
363,4.126679462571977,0.0303060915243964,0.021887732767619628
364,4.264740546183116,0.09260194632454456,0.0420917937838839
365,3.9785163484527057,0.17510186214095702,0.02020406101626427
366,3.0087214196720207,0.12459170960029632,0.013469374010842845
367,3.355557800451224,0.05387749604337138,0.011785702259487489
368,0.018520389264908912,0.07744890056234636,0.0050510152540660675
369,4.1081590733070685,0.2542344344546587,0.018520389264908912
370,3.555914738862511,0.03367343502710712,0.010102030508132135
371,4.236118126410076,0.03198976327575176,0.013469374010842845
372,3.869077684614607,0.11785702259487489,0.018520389264908912
373,3.852240967101054,0.05556116779472674,0.0151530457621982
374,3.980200020204061,0.13806108361113917,0.00841835875677678
375,4.554332087416237,0.0606121830487928,0.03367343502710712
376,1.9934673536047411,0.045459137286594606,0.013469374010842845
377,3.917904165403913,0.023571404518974978,0.037040778529817825
378,3.855608310603765,0.06734687005421423,0.02020406101626427
379,0.023571404518974978,0.011785702259487489,0.018520389264908912
380,3.2494864801158365,0.06397952655150352,0.0050510152540660675
381,3.5929555173923293,0.052193824292016036,0.013469374010842845
382,2.8184665117688654,0.05051015254066068,0.0033673435027107112
383,2.8285685422769977,0.02693874802168569,0.010102030508132135
384,3.4919352123110077,0.0151530457621982,0.0067346870054214225
385,3.158568205542647,0.06229585480014816,0.03198976327575176
386,2.621476916860289,0.06734687005421423,0.02020406101626427
387,3.033976495942351,0.0420917937838839,0.013469374010842845
388,3.699026837727717,0.037040778529817825,0.011785702259487489
389,2.7241808936929655,0.03367343502710712,0.0033673435027107112
390,2.65009933663333,0.052193824292016036,0.013469374010842845
391,2.5372933292925213,0.07913257231370173,0.010102030508132135
392,3.395965922483753,0.0050510152540660675,0.010102030508132135
393,0.011785702259487489,0.03198976327575176,0.021887732767619628
394,3.3151496784186953,0.09765296157861063,0.010102030508132135
395,1.0623968751052295,0.01683671751355356,0.02020406101626427
396,2.9969357174125335,0.06229585480014816,0.037040778529817825
397,1.7291308886419503,0.052193824292016036,0.0
398,2.62821160386571,0.00841835875677678,0.0050510152540660675
399,2.804997137758023,0.0303060915243964,0.00841835875677678
400,3.0979560224938547,0.018520389264908912,0.0067346870054214225
401,3.0322928241909954,0.03198976327575176,0.0050510152540660675
402,3.8589756541064753,0.0303060915243964,0.018520389264908912
403,0.0033673435027107112,0.09091827457318921,0.0067346870054214225
404,3.6417819981816346,0.03198976327575176,0.00841835875677678
405,3.980200020204061,0.05051015254066068,0.013469374010842845
406,4.101424386301647,0.037040778529817825,0.02020406101626427
407,3.830353234333434,0.028622419773041044,0.037040778529817825
408,4.180556958615348,0.021887732767619628,0.0067346870054214225
409,3.3471394416944475,0.018520389264908912,0.013469374010842845
410,4.197393676128902,0.021887732767619628,0.00841835875677678
411,3.567700441121999,0.10102030508132136,0.018520389264908912
412,3.3791292049701993,0.058928511297437446,0.02693874802168569
413,0.03198976327575176,0.028622419773041044,0.0151530457621982
414,3.5003535710677847,0.0606121830487928,0.021887732767619628
415,0.5673973802067549,0.05051015254066068,0.0033673435027107112
416,3.1484661750345153,0.10943866383809812,0.02525507627033034
417,3.6670370744519647,0.09428561807589991,0.058928511297437446
418,3.1703539078021348,0.02020406101626427,0.0050510152540660675
419,0.00841835875677678,0.0303060915243964,0.02693874802168569
420,3.8118328450685253,0.013469374010842845,0.02525507627033034
421,4.68734215577331,0.15489780112469273,0.03198976327575176
422,0.013469374010842845,0.21550998417348552,0.010102030508132135
423,4.007138768225746,0.27612216722227834,0.05051015254066068
424,4.3489241337508835,0.0303060915243964,0.04040812203252854
425,4.478566858605246,0.32831599151429436,0.052193824292016036
426,4.5105566218809985,0.40239754857393,0.037040778529817825
427,4.497087247870155,0.037040778529817825,0.0420917937838839
428,3.71586355524127,0.11785702259487489,0.08249991581641243
429,4.236118126410076,0.23066302993568374,0.045459137286594606
430,4.199077347880258,0.05051015254066068,0.023571404518974978
431,4.4078526450483215,0.023571404518974978,0.013469374010842845
432,0.932754150250867,0.021887732767619628,0.011785702259487489
433,3.958312287436441,0.10607132033538741,0.0050510152540660675
434,4.4768831868538905,0.09260194632454456,0.0151530457621982
435,0.10607132033538741,0.0841835875677678,0.011785702259487489
436,3.619894265414015,0.06397952655150352,0.018520389264908912
437,4.42637303431323,0.02525507627033034,0.013469374010842845
438,4.116577432063845,0.03872445028117318,0.0067346870054214225
439,3.0474458699531937,0.01683671751355356,0.0303060915243964
440,2.8790786948176583,0.06397952655150352,0.00841835875677678
441,2.948109236623228,0.043775465535239255,0.02020406101626427
442,1.2795905310300704,0.023571404518974978,0.0050510152540660675
443,3.109741724753342,0.043775465535239255,0.013469374010842845
444,0.01683671751355356,0.06566319830285887,0.0050510152540660675
445,2.1955079637673838,0.043775465535239255,0.0016836717513553556
446,2.550762703303364,0.05387749604337138,0.0151530457621982
447,2.6046401993467354,0.0303060915243964,0.01683671751355356
448,2.3217833451190355,0.045459137286594606,0.0050510152540660675
449,1.6685187055931576,0.03198976327575176,0.021887732767619628
450,4.635148331481295,0.06734687005421423,0.01683671751355356
451,3.8320369060847894,0.052193824292016036,0.013469374010842845
452,3.9818836919554164,0.018520389264908912,0.03198976327575176
453,2.9144358015961207,0.03198976327575176,0.0303060915243964
454,3.8623429976091863,0.05051015254066068,0.021887732767619628
455,3.441425059770347,0.08586725931912315,0.02020406101626427
456,4.155301882345018,0.03367343502710712,0.011785702259487489
457,3.9044347913930704,0.03367343502710712,0.010102030508132135
458,4.1603528975990836,0.10607132033538741,0.02020406101626427
459,3.8539246388524093,0.058928511297437446,0.03872445028117318
460,4.168771256355861,0.03198976327575176,0.010102030508132135
461,0.02525507627033034,0.013469374010842845,0.0050510152540660675
462,3.594639189143684,0.023571404518974978,0.010102030508132135
463,3.661986059197899,0.02525507627033034,0.00841835875677678
464,4.124995790820622,0.0420917937838839,0.02020406101626427
465,3.173721251304846,0.021887732767619628,0.043775465535239255
466,3.6400983264302793,0.047142809037949956,0.028622419773041044
467,3.6283126241707917,0.037040778529817825,0.02525507627033034
468,3.6400983264302793,0.013469374010842845,0.03198976327575176
469,3.436374044516281,0.08081624406505708,0.011785702259487489
470,4.441526080075429,0.0723978853082803,0.01683671751355356
471,4.832137926389871,0.2054079536653534,0.02525507627033034
472,4.449944438832206,0.05051015254066068,0.021887732767619628
473,4.911270498703573,0.1633161598814695,0.03872445028117318
474,4.101424386301647,0.19193857965451055,0.023571404518974978
475,4.638515674984005,0.14311209886520526,0.02020406101626427
476,4.532444354648617,0.17846920564366772,0.02020406101626427
477,3.9465265851769535,0.09596928982725528,0.05051015254066068
478,5.229484459709735,0.22897935818432835,0.018520389264908912
479,4.561066774421659,0.023571404518974978,0.013469374010842845
480,3.2983129609051423,0.013469374010842845,0.0050510152540660675
481,4.246220156918207,0.06397952655150352,0.0033673435027107112
482,3.5778024716301307,0.0151530457621982,0.02525507627033034
483,2.757854328720073,0.035357106778462474,0.02020406101626427
484,3.1619355490453582,0.058928511297437446,0.018520389264908912
485,3.865710341111897,0.037040778529817825,0.0420917937838839
486,0.02525507627033034,0.021887732767619628,0.02020406101626427
