Size of infection tree log 10,frequency
0.0,0.06086095992083127
0.3010299956639812,0.02177140029688273
0.47712125471966244,0.015338941118258289
0.6020599913279624,0.006432459178624443
0.6989700043360189,0.0029688273132112814
0.7781512503836436,0.005937654626422563
0.8450980400142568,0.004453240969816922
0.9030899869919435,0.004453240969816922
0.9542425094393249,0.004453240969816922
1.0,0.0039584364176150424
1.0413926851582251,0.002474022761009401
1.0791812460476249,0.0019792182088075212
1.1139433523068367,0.002474022761009401
1.146128035678238,0.0009896091044037606
1.1760912590556813,0.0014844136566056407
1.2041199826559248,0.0009896091044037606
1.2304489213782739,0.0019792182088075212
1.255272505103306,0.0034636318654131617
1.2787536009528289,0.0014844136566056407
1.3010299956639813,0.002474022761009401
1.3222192947339193,0.0019792182088075212
1.3424226808222062,0.0014844136566056407
1.3617278360175928,0.002474022761009401
1.380211241711606,0.0014844136566056407
1.414973347970818,0.002474022761009401
1.4313637641589874,0.0014844136566056407
1.4471580313422192,0.0004948045522018803
1.462397997898956,0.0014844136566056407
1.4771212547196624,0.0014844136566056407
1.4913616938342726,0.002474022761009401
1.505149978319906,0.0009896091044037606
1.5185139398778875,0.0019792182088075212
1.5314789170422551,0.0014844136566056407
1.5440680443502757,0.0014844136566056407
1.5563025007672873,0.0014844136566056407
1.568201724066995,0.0019792182088075212
1.5797835966168101,0.0014844136566056407
1.591064607026499,0.0019792182088075212
1.6020599913279623,0.0019792182088075212
1.6127838567197355,0.002474022761009401
1.6232492903979006,0.0004948045522018803
1.6334684555795864,0.002474022761009401
1.6434526764861874,0.0004948045522018803
1.6532125137753437,0.0029688273132112814
1.662757831681574,0.0004948045522018803
1.6720978579357175,0.0009896091044037606
1.6812412373755872,0.0014844136566056407
1.6901960800285136,0.0009896091044037606
1.6989700043360187,0.002474022761009401
1.7075701760979363,0.0009896091044037606
1.7160033436347992,0.0004948045522018803
1.724275869600789,0.0014844136566056407
1.7323937598229686,0.0014844136566056407
1.7403626894942439,0.0004948045522018803
1.7558748556724915,0.0014844136566056407
1.7634279935629373,0.0009896091044037606
1.7708520116421442,0.0009896091044037606
1.7781512503836436,0.0004948045522018803
1.7853298350107671,0.0014844136566056407
1.792391689498254,0.0004948045522018803
1.7993405494535817,0.0014844136566056407
1.806179973983887,0.0004948045522018803
1.8129133566428555,0.0019792182088075212
1.8195439355418688,0.0019792182088075212
1.8260748027008264,0.0019792182088075212
1.8325089127062364,0.0009896091044037606
1.8388490907372552,0.0019792182088075212
1.845098040014257,0.0009896091044037606
1.8573324964312685,0.0029688273132112814
1.863322860120456,0.0004948045522018803
1.8692317197309762,0.0004948045522018803
1.8808135922807914,0.0009896091044037606
1.8864907251724818,0.0034636318654131617
1.8920946026904804,0.0009896091044037606
1.8976270912904414,0.0029688273132112814
1.9030899869919435,0.0014844136566056407
1.9084850188786497,0.0004948045522018803
1.9138138523837167,0.0004948045522018803
1.919078092376074,0.0004948045522018803
1.9242792860618816,0.0009896091044037606
1.9294189257142926,0.0009896091044037606
1.9395192526186185,0.0014844136566056407
1.9444826721501687,0.0019792182088075212
1.954242509439325,0.0014844136566056407
1.9590413923210936,0.0014844136566056407
1.9637878273455553,0.0004948045522018803
1.9731278535996986,0.0014844136566056407
1.9777236052888478,0.0009896091044037606
1.9822712330395684,0.0019792182088075212
1.9867717342662448,0.0014844136566056407
1.9912260756924949,0.0019792182088075212
1.99563519459755,0.0004948045522018803
2.0,0.0004948045522018803
2.0043213737826426,0.0009896091044037606
2.012837224705172,0.0004948045522018803
2.0170333392987803,0.0004948045522018803
2.0253058652647704,0.0009896091044037606
2.03342375548695,0.0009896091044037606
2.037426497940624,0.0009896091044037606
2.041392685158225,0.0004948045522018803
2.0453229787866576,0.002474022761009401
2.0492180226701815,0.0009896091044037606
2.0530784434834195,0.0009896091044037606
2.0569048513364727,0.0004948045522018803
2.060697840353612,0.002474022761009401
2.0644579892269186,0.0004948045522018803
2.0755469613925306,0.0009896091044037606
2.0791812460476247,0.0004948045522018803
2.0827853703164503,0.0009896091044037606
2.0863598306747484,0.0004948045522018803
2.089905111439398,0.0004948045522018803
2.093421685162235,0.0014844136566056407
2.100370545117563,0.0004948045522018803
2.1072099696478683,0.0019792182088075212
2.110589710299249,0.0009896091044037606
2.113943352306837,0.0004948045522018803
2.1172712956557644,0.0009896091044037606
2.12057393120585,0.0009896091044037606
2.1271047983648077,0.0009896091044037606
2.130333768495006,0.0004948045522018803
2.1335389083702174,0.0009896091044037606
2.1367205671564067,0.0004948045522018803
2.1398790864012365,0.0004948045522018803
2.146128035678238,0.0009896091044037606
2.1492191126553797,0.0004948045522018803
2.155336037465062,0.0004948045522018803
2.1583624920952498,0.0004948045522018803
2.164352855784437,0.0009896091044037606
2.1702617153949575,0.0009896091044037606
2.173186268412274,0.0014844136566056407
2.1760912590556813,0.0019792182088075212
2.1789769472931693,0.0004948045522018803
2.1818435879447726,0.0014844136566056407
2.184691430817599,0.0014844136566056407
2.187520720836463,0.0014844136566056407
