inf_prob,diag_prob,i0,behaviour_change,behaviour_change_rate,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,total_immunized,LL
0.38,0.37,13.0,0.6,5e-05,0.0,2.0,13.0,14.0,20.0,24.0,24.0,25.0,25.0,25.0,30.0,35.0,38.0,44.0,50.0,54.0,58.0,61.0,70.0,72.0,76.0,80.0,80.0,82.0,85.0,86.0,13909.0,-inf
0.17,0.25,12.0,0.7,0.0005,0.0,0.0,7.0,10.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13860.0,-inf
0.21,0.41,10.0,0.3,0.005,0.0,0.0,7.0,12.0,17.0,21.0,25.0,27.0,28.0,30.0,30.0,31.0,31.0,31.0,32.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,13878.0,-inf
0.12,0.38,15.0,0.3,0.005,0.0,4.0,8.0,14.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,13863.0,-inf
0.88,0.32,14.0,0.2,0.1,0.0,1.0,34.0,213.0,1101.0,3375.0,6570.0,9861.0,12537.0,14500.0,15737.0,16547.0,16970.0,17239.0,17398.0,17472.0,17526.0,17563.0,17581.0,17592.0,17601.0,17606.0,17609.0,17610.0,17611.0,17612.0,25012.0,-inf
0.95,0.24,11.0,0.8,0.05,0.0,1.0,163.0,1959.0,7771.0,15525.0,22408.0,26913.0,29492.0,30898.0,31588.0,31930.0,32091.0,32177.0,32207.0,32218.0,32225.0,32228.0,32229.0,32231.0,32231.0,32231.0,32231.0,32231.0,32231.0,32231.0,34222.0,-inf
0.58,0.25,5.0,0.2,0.5,0.0,1.0,4.0,8.0,13.0,27.0,45.0,60.0,83.0,133.0,221.0,313.0,474.0,668.0,913.0,1203.0,1507.0,1837.0,2172.0,2486.0,2748.0,2979.0,3161.0,3299.0,3409.0,3477.0,16221.0,-inf
0.89,0.4,8.0,0.9,0.1,0.0,1.0,11.0,105.0,740.0,2852.0,6708.0,11120.0,14891.0,17722.0,19567.0,20676.0,21344.0,21723.0,21904.0,22008.0,22054.0,22073.0,22083.0,22089.0,22095.0,22097.0,22098.0,22100.0,22100.0,22100.0,27257.0,-inf
0.04,0.31,10.0,0.2,0.001,0.0,1.0,5.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,13858.0,-inf
0.69,0.34,6.0,0.5,5e-05,0.0,0.0,7.0,13.0,31.0,85.0,191.0,478.0,1029.0,2080.0,3549.0,5336.0,7073.0,8471.0,9518.0,10239.0,10695.0,10986.0,11163.0,11276.0,11339.0,11380.0,11402.0,11413.0,11416.0,11419.0,20297.0,-1351.8962620441223
