inf_prob,diag_prob,i0,behaviour_change,behaviour_change_rate,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,total_immunized,LL
0.38,0.37,13.0,0.6,5e-05,13.0,5.0,4.0,2.0,2.0,0.0,0.0,3.0,3.0,4.0,9.0,3.0,6.0,9.0,2.0,5.0,2.0,4.0,5.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,13909.0,-inf
0.17,0.25,12.0,0.7,0.0005,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13860.0,-inf
0.21,0.41,10.0,0.3,0.005,10.0,6.0,5.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13878.0,-inf
0.12,0.38,15.0,0.3,0.005,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13863.0,-inf
0.88,0.32,14.0,0.2,0.1,14.0,190.0,1587.0,4043.0,4455.0,3070.0,1809.0,1060.0,634.0,331.0,183.0,92.0,56.0,35.0,21.0,10.0,8.0,3.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,25012.0,-inf
0.95,0.24,11.0,0.8,0.05,11.0,1741.0,13606.0,9761.0,4049.0,1774.0,742.0,274.0,152.0,60.0,36.0,12.0,8.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34222.0,-inf
0.58,0.25,5.0,0.2,0.5,5.0,10.0,7.0,15.0,20.0,20.0,28.0,83.0,111.0,140.0,189.0,259.0,320.0,306.0,316.0,316.0,303.0,313.0,266.0,177.0,129.0,101.0,72.0,50.0,31.0,34.0,16221.0,-inf
0.89,0.4,8.0,0.9,0.1,8.0,58.0,841.0,4337.0,6116.0,4629.0,2771.0,1536.0,891.0,450.0,239.0,102.0,59.0,39.0,10.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27257.0,-inf
0.04,0.31,10.0,0.2,0.001,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13858.0,-inf
0.69,0.34,6.0,0.5,5e-05,6.0,14.0,26.0,75.0,170.0,389.0,921.0,1577.0,2003.0,2079.0,1531.0,1054.0,629.0,385.0,256.0,146.0,77.0,40.0,23.0,12.0,6.0,0.0,1.0,2.0,0.0,0.0,20297.0,-1351.8962620441223
